uid,iid,rating,timestamp
216,553,3.0,889070050
505,181,5.0,888848342
307,395,4.0,887740099
620,400,1.0,874963210
773,52,4.0,888557383
791,275,3.0,877910305
641,1065,3.0,885606608
362,94,3.0,891496694
415,731,5.0,893213404
424,354,3.0,890346705
917,71,1.0,891988491
428,180,5.0,882384870
220,49,4.0,875244125
233,241,4.0,891033261
63,270,3.0,889737047
206,204,4.0,875991160
850,306,4.0,878574215
4,427,5.0,875636588
446,951,4.0,878854315
781,880,3.0,891498381
619,431,4.0,889988036
327,317,5.0,885045740
451,134,3.0,875560790
773,171,3.0,888557198
159,863,1.0,876770673
762,134,5.0,878918332
679,202,3.0,876816162
276,1128,3.0,879543421
364,24,4.0,891303950
496,999,2.0,878759777
888,290,3.0,880182815
502,728,3.0,880472454
861,543,5.0,879304196
404,1443,2.0,885549005
861,104,3.0,879303346
539,110,4.0,882157148
502,186,5.0,880383625
714,594,3.0,875962718
829,210,4.0,891898720
298,1067,3.0,877877600
531,569,4.0,888629804
604,1039,2.0,879425689
825,175,5.0,885690600
616,605,3.0,883788929
36,209,4.0,880915810
108,24,4.0,880571741
452,142,2.0,888206053
333,169,3.0,891546181
428,785,2.0,882386966
737,95,5.0,892844112
890,279,3.0,883489646
488,679,5.0,891445439
398,1539,3.0,882350282
34,679,4.0,875459099
268,160,1.0,891451036
777,27,4.0,890726618
726,473,3.0,883710910
869,582,2.0,879714351
191,234,3.0,881368090
159,186,5.0,876770168
51,236,4.0,882922227
665,706,5.0,880314103
153,199,5.0,879138832
576,283,4.0,880470732
697,750,3.0,886365557
406,175,4.0,875046427
689,738,3.0,881180564
303,327,3.0,884967167
616,97,2.0,883789080
184,257,4.0,883526267
781,1664,2.0,891500194
553,208,4.0,876232997
134,264,3.0,879857797
520,678,3.0,884478515
503,442,3.0,887910511
406,288,3.0,875115339
192,878,3.0,889123257
250,257,3.0,886271496
478,471,1.0,879460354
664,1060,4.0,884292654
220,285,4.0,885081264
406,422,4.0,876340001
646,76,4.0,876533851
290,172,5.0,874871800
557,935,5.0,879436396
539,124,3.0,882157011
746,508,5.0,888639176
492,95,4.0,884130793
339,94,5.0,884991083
487,428,4.0,891375991
891,428,4.0,886608559
310,391,5.0,884366067
93,312,4.0,891724925
141,146,1.0,888640356
654,1081,3.0,887425655
531,185,4.0,891910189
307,134,5.0,887737243
275,419,4.0,874792945
706,85,4.0,886286283
536,1010,3.0,886030416
880,76,2.0,876538627
891,4,4.0,886611354
292,419,4.0,888907356
397,95,4.0,875716709
789,582,2.0,885157489
689,222,4.0,881179069
41,87,5.0,881108425
912,171,5.0,881726004
242,82,4.0,879988184
775,438,1.0,892920480
384,429,5.0,880870206
647,809,4.0,884883031
453,130,3.0,881960330
48,593,3.0,888068245
321,301,5.0,887314417
709,267,4.0,882063276
111,301,4.0,886398509
295,23,2.0,884196605
404,529,1.0,885547953
557,285,4.0,879435828
233,51,4.0,892334141
915,54,3.0,880844369
61,1073,4.0,879376299
291,509,4.0,881104093
392,875,3.0,889554316
473,663,4.0,887925620
726,409,2.0,883709710
636,117,1.0,882904961
193,432,3.0,879523104
545,293,1.0,885139779
893,590,4.0,880416137
9,229,4.0,877892210
842,22,2.0,879446696
203,1280,2.0,892513979
252,482,5.0,891628122
879,208,3.0,880174623
116,149,4.0,880125101
600,259,4.0,876346633
805,13,3.0,882385394
803,1487,3.0,879445579
870,907,3.0,888192745
118,270,4.0,886175150
518,298,5.0,884545961
297,173,5.0,884125022
888,575,3.0,880182541
879,778,3.0,880167965
624,356,3.0,891262784
159,6,3.0,876767822
880,89,3.0,876539595
513,1034,3.0,875463595
477,121,2.0,889397778
886,476,1.0,881378570
392,537,3.0,887742071
610,304,4.0,891636192
774,244,3.0,891032989
458,173,4.0,879566291
698,94,3.0,878883173
789,69,3.0,885157776
721,147,3.0,891281710
127,316,4.0,879968029
851,121,1.0,891037738
397,70,5.0,875743517
439,750,3.0,891549397
372,165,5.0,877098262
913,1405,4.0,887123886
127,70,4.0,879967576
121,510,5.0,879270084
99,878,4.0,891374946
906,505,5.0,881030348
751,347,4.0,891208213
300,575,4.0,882079199
85,1175,5.0,879570973
6,546,3.0,891353710
56,681,3.0,883696824
196,514,5.0,891409935
6,644,4.0,891353614
373,1276,3.0,880394331
750,61,4.0,889298660
681,22,4.0,888519725
37,636,2.0,892434452
790,287,3.0,879447907
763,172,3.0,876245383
359,115,3.0,880354275
307,419,4.0,887740216
496,440,2.0,879362407
182,87,3.0,891466760
221,144,2.0,878181804
17,970,4.0,880131878
667,327,4.0,881523787
803,22,4.0,879442557
492,1087,2.0,884131777
591,258,2.0,882607573
404,592,1.0,885549790
193,317,5.0,879521328
487,202,4.0,891295023
64,47,5.0,879217689
498,741,4.0,885599334
536,602,4.0,886030622
158,318,1.0,880485290
115,1088,2.0,876453376
862,1236,4.0,889289618
594,1263,2.0,887588203
935,254,5.0,886833795
243,536,5.0,880602593
302,544,2.0,879544400
729,150,4.0,880310371
464,476,4.0,883530742
384,1159,2.0,879440211
424,54,4.0,878737945
401,94,5.0,876267235
885,47,4.0,876031526
58,69,3.0,888204758
404,637,1.0,885549589
736,46,3.0,884314970
217,172,3.0,877488316
746,481,5.0,888639526
477,22,2.0,889388562
267,293,3.0,876513675
61,208,4.0,879373849
221,715,2.0,878183481
473,420,3.0,887928562
62,149,4.0,875747292
12,862,4.0,882140487
400,321,2.0,891031784
398,450,3.0,882344684
454,552,3.0,879111907
86,999,3.0,879877173
789,435,4.0,885156686
746,583,5.0,888640524
459,296,3.0,882912342
565,7,4.0,881650690
536,1444,3.0,886031576
129,443,4.0,880396495
0,95,5.0,875072716
353,185,4.0,891217811
378,27,4.0,880524943
449,387,3.0,882471604
300,1111,4.0,882079294
266,202,5.0,878972241
461,677,3.0,886365335
404,1474,1.0,885547268
249,587,5.0,878091736
523,569,4.0,884637128
328,97,4.0,891656300
538,288,4.0,879787770
69,209,4.0,884065854
655,345,3.0,892318488
206,1101,3.0,880839891
732,1141,4.0,879535694
235,933,4.0,890117570
344,285,3.0,884900521
289,209,5.0,880474716
84,271,4.0,893110061
296,197,3.0,875238923
369,704,3.0,879434666
794,183,4.0,880588118
63,268,5.0,879365313
532,106,3.0,879773606
803,596,3.0,879444011
725,116,1.0,890080144
388,755,2.0,880088942
144,297,1.0,885557579
689,126,4.0,881178213
905,276,3.0,879435469
499,987,3.0,883864840
378,435,3.0,885063346
68,245,5.0,882072827
757,384,4.0,881974742
98,272,5.0,886780105
360,738,4.0,879441075
825,229,4.0,885690600
649,584,1.0,891387979
623,978,4.0,879793511
28,1017,4.0,882821989
42,317,5.0,875975717
633,1010,4.0,875729633
449,291,5.0,882215922
639,303,4.0,876067605
836,14,3.0,875721869
478,1607,2.0,889125499
470,945,2.0,889827982
327,687,1.0,886036585
664,417,4.0,884294611
702,507,3.0,875243028
882,27,3.0,891717908
716,221,4.0,884642215
41,227,4.0,881107538
37,394,3.0,892434164
536,41,3.0,886030622
302,868,2.0,879485703
6,639,3.0,891353614
272,304,4.0,891292905
325,499,3.0,879875644
471,1046,4.0,875979082
386,216,3.0,886481687
591,180,3.0,882608182
25,750,4.0,891347477
91,267,4.0,890251912
766,485,4.0,891462560
347,122,5.0,886523361
27,227,5.0,881961393
183,835,4.0,889909142
10,317,5.0,891904194
453,422,4.0,881959607
732,846,3.0,879535471
261,218,3.0,879794206
362,315,3.0,891493918
143,392,4.0,888105743
547,658,4.0,891044446
57,461,4.0,884304865
173,99,5.0,886433788
636,1243,1.0,882904458
619,858,4.0,889987657
307,215,3.0,887737789
43,143,4.0,878347532
839,428,3.0,891204827
384,510,4.0,879441881
64,650,4.0,879216371
408,748,3.0,881105367
847,427,5.0,887047809
844,903,3.0,885409374
892,470,4.0,874828897
47,308,3.0,879434132
317,734,5.0,884496182
454,422,5.0,879111862
889,522,4.0,882403299
233,504,4.0,892333798
609,507,3.0,888703629
726,0,3.0,883708660
61,226,1.0,879375843
176,326,3.0,880130467
832,580,1.0,875223813
822,1069,4.0,878438332
278,461,3.0,875309911
566,468,4.0,882426837
653,283,4.0,887863914
592,49,4.0,875660009
502,210,5.0,880472435
221,445,3.0,881060824
330,704,2.0,877196173
870,661,3.0,888193541
550,355,4.0,892783829
483,234,2.0,881450160
553,237,3.0,876232682
279,575,3.0,891702276
910,142,5.0,892840889
797,162,3.0,875814110
400,70,2.0,891033549
421,217,4.0,879744086
866,68,2.0,880078797
344,296,4.0,884994156
293,353,3.0,889241377
81,108,1.0,884714204
384,457,3.0,879440828
82,928,3.0,880307140
290,392,3.0,875086235
869,652,4.0,875050559
183,196,4.0,889908873
659,770,2.0,891201984
93,6,4.0,885873089
687,753,5.0,884153606
428,417,3.0,882386096
935,252,5.0,886832454
550,192,5.0,892777363
558,54,4.0,891035111
6,539,3.0,892132972
445,301,4.0,879787730
886,469,3.0,881380773
253,416,3.0,886473408
483,171,5.0,891195298
392,365,4.0,889729345
453,1189,3.0,881959437
534,8,5.0,879617779
322,326,4.0,878738910
616,1186,3.0,883788900
203,241,5.0,892388935
467,296,4.0,875280462
200,894,3.0,884110702
84,300,4.0,886283002
869,503,5.0,880584497
867,1034,1.0,877107817
502,380,5.0,880383174
416,0,4.0,879646413
129,549,5.0,878537602
609,526,4.0,888703801
9,152,4.0,877886722
329,49,5.0,876544366
213,720,3.0,891635915
643,260,4.0,889076502
278,424,4.0,875306430
197,237,4.0,884207733
633,99,4.0,875728834
220,160,3.0,875246183
392,222,4.0,887746119
549,274,4.0,883425958
750,587,5.0,889133291
416,808,3.0,880951251
499,134,5.0,883875041
669,190,4.0,877975731
109,584,2.0,886989473
294,55,4.0,879517348
59,185,4.0,883326566
646,173,4.0,876530784
834,627,3.0,891032930
288,116,4.0,876789514
801,216,3.0,875985767
220,116,4.0,875244633
594,290,3.0,886921656
681,1224,4.0,888521783
734,1011,2.0,876698897
12,823,3.0,886302261
757,461,4.0,881975687
310,754,4.0,884366035
648,249,3.0,891440356
765,647,3.0,891309913
338,3,4.0,891033653
590,321,2.0,891031013
313,409,5.0,877886706
12,226,5.0,882397650
43,495,4.0,878348885
765,204,5.0,891309975
229,404,4.0,880485634
853,196,4.0,882813797
536,1474,2.0,886031786
705,322,4.0,880996945
536,723,3.0,886031886
180,8,4.0,878962675
547,430,5.0,891044446
745,131,4.0,885075756
339,661,2.0,884991584
349,203,4.0,882346161
739,937,1.0,879522906
537,136,3.0,877108372
880,1216,5.0,876538506
715,273,5.0,879793631
495,180,5.0,876064168
16,0,4.0,885272579
319,61,4.0,884749306
172,333,4.0,877556926
606,179,4.0,883879556
234,922,4.0,889656132
345,540,3.0,874951104
631,692,2.0,879458692
296,268,4.0,875774037
942,61,3.0,888640003
188,581,5.0,893265998
814,181,3.0,878693424
286,681,4.0,888177213
746,422,5.0,888638958
415,974,2.0,878879391
198,116,3.0,883782879
144,1032,1.0,875270903
527,392,2.0,886101695
797,490,4.0,875743196
463,325,4.0,878354761
402,120,5.0,879786221
765,213,2.0,891309667
58,58,5.0,888204928
812,303,1.0,883752380
450,318,2.0,879012510
654,1004,4.0,887474605
55,968,3.0,892683303
804,1090,2.0,881695591
838,741,3.0,875752200
782,947,3.0,884326726
291,652,4.0,881105442
311,524,5.0,891698424
302,460,4.0,879484159
84,1148,3.0,886283002
107,12,3.0,879879834
647,28,2.0,884883149
554,146,4.0,879962172
392,688,3.0,887742991
802,886,5.0,880054671
942,10,4.0,888639000
642,684,3.0,891445354
307,200,5.0,887737334
714,925,4.0,875962201
636,1283,1.0,882905070
408,679,1.0,881105677
879,1012,3.0,880167355
362,316,5.0,891495596
103,470,3.0,888465290
261,384,2.0,879795030
709,181,4.0,882063967
84,518,4.0,879829265
55,121,2.0,892911494
405,498,5.0,884630973
183,530,4.0,889910653
311,7,5.0,891699263
245,929,2.0,884924764
326,168,2.0,887744205
277,305,5.0,891295043
274,587,3.0,875154535
642,154,2.0,891449345
355,315,4.0,891406372
6,186,4.0,891350757
513,567,4.0,875462689
103,590,4.0,888465263
317,215,4.0,884495868
831,244,3.0,888259984
422,590,5.0,891395547
250,116,4.0,886272009
241,305,5.0,879741340
585,181,3.0,884066016
592,182,4.0,875670915
681,939,2.0,888521907
482,248,2.0,878952866
866,422,3.0,880078991
17,275,5.0,880130829
568,117,4.0,879794265
523,55,4.0,884634849
401,1047,2.0,876266985
849,647,5.0,883195527
942,75,4.0,888639523
770,163,2.0,880660025
393,281,3.0,880888096
397,482,5.0,875720673
485,1271,3.0,879875154
22,172,5.0,874787587
451,182,4.0,888492759
867,179,4.0,877104913
584,528,3.0,891283124
707,1022,3.0,877326114
270,460,5.0,885849582
889,479,5.0,882403477
639,208,5.0,874778154
591,183,5.0,882956419
63,545,3.0,889739883
150,481,4.0,879524345
55,89,2.0,892677147
449,43,3.0,882376658
188,132,5.0,893265773
275,174,5.0,874787376
268,41,5.0,891449646
134,293,4.0,879857575
454,6,4.0,879111213
135,41,3.0,882848866
243,1167,4.0,880608788
499,568,4.0,883876370
172,879,4.0,877557168
349,434,5.0,882346900
839,614,5.0,891204356
763,116,5.0,876244991
268,939,1.0,891451908
4,435,5.0,875720717
829,401,4.0,892503093
834,483,4.0,891034219
523,482,4.0,884634533
108,160,3.0,880572756
249,983,3.0,878089229
726,826,3.0,883709839
534,10,4.0,879618849
797,943,4.0,875914573
892,819,3.0,874829161
63,86,4.0,889737851
52,280,4.0,879443288
312,43,3.0,891015049
127,142,5.0,879967300
632,78,5.0,875325128
591,7,5.0,882955582
498,173,3.0,885598961
450,874,2.0,879012721
266,514,5.0,878970710
325,317,5.0,879875612
689,522,4.0,881177430
312,181,4.0,891013773
890,126,4.0,883431353
290,420,4.0,875087352
888,630,3.0,880178449
652,190,5.0,880150019
478,198,5.0,879460863
933,1134,3.0,891196117
536,5,2.0,886029806
649,664,2.0,891381819
261,178,4.0,879962570
694,357,5.0,888806270
869,948,3.0,881001249
220,1209,3.0,875246887
404,382,1.0,885547605
845,402,3.0,883948765
285,153,4.0,877533381
371,1108,4.0,876869818
576,844,4.0,880471578
102,526,5.0,880416238
454,175,3.0,879111960
912,460,4.0,881725816
862,345,5.0,889288911
723,241,1.0,883758268
604,929,2.0,879429706
229,237,1.0,880484778
787,509,5.0,880867933
157,567,4.0,880134532
473,133,4.0,887923972
456,19,5.0,882393967
694,1023,5.0,888805913
343,662,5.0,884900993
21,432,3.0,878886479
494,506,4.0,888633316
313,416,4.0,877888855
268,142,3.0,891450385
310,920,4.0,884364695
1,49,5.0,888552084
794,264,3.0,881265483
561,132,2.0,879195007
0,79,4.0,876893008
615,271,5.0,891224517
632,650,3.0,877212283
21,839,4.0,878888184
212,186,5.0,878956022
118,1261,3.0,890627252
209,863,3.0,887730842
469,293,3.0,879178237
290,69,4.0,874868146
325,43,1.0,879875852
442,747,4.0,883505171
369,496,3.0,879434636
893,274,4.0,882404137
434,545,4.0,884132942
180,408,2.0,878963276
127,57,3.0,879968008
415,76,4.0,893142480
93,466,4.0,885873423
257,327,3.0,885700877
513,208,3.0,876062951
900,286,3.0,877126935
77,879,5.0,879633600
911,171,3.0,875966027
416,208,4.0,879647299
245,116,3.0,884921767
387,287,5.0,886439506
617,54,2.0,891308063
755,929,3.0,874830344
406,27,4.0,875042826
177,155,2.0,882826395
707,472,1.0,877325656
504,306,4.0,889332705
127,1052,3.0,879968494
809,288,5.0,879895403
240,287,5.0,887249745
634,876,3.0,878878901
386,101,3.0,886483669
845,662,4.0,883948873
526,86,3.0,879456132
842,525,3.0,879447625
541,720,2.0,886533003
561,180,3.0,879195125
587,723,2.0,890015648
292,478,4.0,888905923
275,321,3.0,874786392
450,332,5.0,879012550
302,200,5.0,879467573
787,596,3.0,880870582
86,471,4.0,879875996
832,95,5.0,875132134
860,288,5.0,881274504
150,708,5.0,879524778
326,244,1.0,887743705
933,195,5.0,891191108
376,193,5.0,891298549
292,422,3.0,888906070
845,791,4.0,883948221
75,918,3.0,875027945
889,257,3.0,882404055
900,94,4.0,877131685
535,85,3.0,882360573
85,303,3.0,879570149
734,675,3.0,876698837
159,324,3.0,878078115
91,143,4.0,875810741
820,293,4.0,874792194
338,474,5.0,891032856
842,287,4.0,879443544
404,556,1.0,885549650
885,23,4.0,876031973
327,117,3.0,885048396
120,256,5.0,891390014
406,858,3.0,876348639
234,704,5.0,889655204
736,31,4.0,884314993
193,191,5.0,879521253
744,11,5.0,880123905
371,291,5.0,876869183
404,789,1.0,885547360
297,355,3.0,884182627
421,741,2.0,875130204
565,1043,3.0,881651583
150,424,4.0,879528647
488,1612,4.0,891449466
222,1233,3.0,891548646
279,526,5.0,891700768
846,368,1.0,878939451
58,569,4.0,888205745
421,670,4.0,879744143
485,817,3.0,879874784
238,632,5.0,889180040
869,339,3.0,882464808
229,1191,4.0,880485352
327,355,3.0,885047763
509,244,3.0,887667574
522,450,5.0,883702441
325,78,4.0,879875203
206,201,3.0,875506771
526,21,5.0,879456132
396,22,5.0,885350132
317,311,4.0,884470193
112,244,3.0,875325377
664,686,2.0,884290143
455,459,3.0,881371942
267,474,4.0,875306644
775,88,5.0,891628708
109,257,4.0,886987183
200,259,4.0,884110967
105,646,3.0,881450440
725,354,3.0,889829235
642,638,4.0,891447790
66,150,4.0,875379619
706,491,2.0,886286818
827,751,1.0,891035438
337,268,4.0,879437523
389,299,5.0,879693770
587,462,4.0,890023879
456,95,5.0,882553113
270,198,4.0,885848448
674,320,2.0,889488708
797,418,4.0,876175937
750,738,3.0,889133556
267,28,1.0,875744356
642,844,3.0,891445476
333,274,4.0,891544707
267,789,2.0,876513785
129,577,5.0,878537681
441,440,3.0,883390083
599,3,4.0,888451908
683,117,4.0,878760274
824,925,4.0,880756643
700,99,5.0,891447139
711,793,4.0,874957243
319,430,5.0,884749327
892,150,4.0,874829427
607,339,4.0,880402982
584,58,4.0,891283124
298,263,2.0,877877290
205,890,2.0,888180049
180,761,2.0,878963418
82,390,2.0,880308783
278,565,4.0,875313387
507,377,5.0,883777430
221,450,3.0,878185014
324,736,4.0,891479846
697,567,2.0,886367955
789,1039,2.0,884462954
185,329,4.0,891718038
183,949,4.0,889907896
415,658,5.0,893213404
131,520,4.0,891278996
838,1008,3.0,875752560
591,656,4.0,882956011
629,408,3.0,885667037
592,1013,1.0,875659755
915,203,3.0,880844813
463,320,4.0,878354680
804,663,5.0,881697667
513,23,3.0,875463164
884,244,2.0,885712224
789,327,3.0,884461023
654,1105,2.0,891817472
400,404,2.0,891032453
269,369,5.0,876956232
390,645,4.0,877399066
58,96,5.0,888205921
345,931,2.0,875264752
920,844,4.0,879379601
192,683,4.0,889125788
404,625,1.0,885548877
154,331,2.0,879371121
181,221,3.0,885613180
478,608,5.0,879461951
755,472,3.0,874829296
845,384,5.0,883949156
326,68,2.0,887822711
428,404,3.0,882387202
372,23,4.0,877100016
144,1286,2.0,888398563
720,1264,3.0,877138661
913,110,1.0,887124121
378,426,5.0,881996665
485,267,3.0,879874064
470,587,1.0,889827881
815,312,5.0,891710780
566,155,5.0,882426055
281,326,5.0,879949417
473,651,4.0,887925838
785,284,3.0,882842726
41,520,2.0,881107989
290,832,3.0,874834236
652,299,4.0,889151716
449,253,3.0,887662083
847,478,5.0,887040302
789,152,3.0,885155077
269,1108,5.0,876955899
660,177,4.0,876013492
431,409,4.0,889415895
599,187,4.0,888451750
24,196,3.0,885852059
429,514,4.0,877225660
737,356,4.0,875353869
60,303,4.0,891220884
384,1013,2.0,879450441
179,630,5.0,877544373
505,1072,4.0,874873247
320,1330,4.0,879439017
17,548,4.0,880131173
500,368,4.0,883348703
405,238,3.0,880131608
669,14,4.0,877975200
20,452,2.0,874951797
938,284,5.0,880261184
59,217,4.0,883327538
20,983,1.0,874951040
222,117,2.0,891549945
118,1169,3.0,890627339
199,53,4.0,884129920
771,271,5.0,889028581
605,454,2.0,880923349
842,631,2.0,879447146
368,267,5.0,889428642
877,115,2.0,880869638
290,567,4.0,874835141
536,500,3.0,886032000
728,893,1.0,893286511
91,207,4.0,875656288
737,151,4.0,875350265
641,844,5.0,891318088
455,1008,5.0,881372160
734,320,3.0,876698022
329,450,5.0,876547813
111,890,3.0,892439990
48,558,2.0,888067405
784,55,4.0,879438920
261,777,4.0,879793536
415,252,3.0,876697283
313,761,4.0,877886443
839,174,4.0,891205004
709,21,3.0,882063852
404,624,3.0,885548836
718,136,1.0,884899841
496,738,4.0,879310474
140,297,5.0,884584790
372,398,3.0,877105674
124,69,3.0,892838287
666,481,4.0,891035140
83,257,4.0,883449347
428,626,2.0,882387114
89,220,4.0,891383987
84,1130,4.0,879454111
434,84,4.0,884132840
787,444,4.0,880869718
453,503,2.0,888266955
333,6,5.0,891544788
573,330,1.0,891279013
42,49,4.0,875975211
658,646,3.0,891384823
286,312,4.0,888177170
372,216,3.0,877098821
55,214,5.0,892678547
478,747,3.0,879459710
188,512,4.0,893265865
90,194,5.0,891439057
629,844,3.0,885666918
591,120,4.0,882608573
534,420,4.0,879617701
885,22,4.0,876031365
436,477,5.0,881002323
312,238,3.0,891028873
576,931,3.0,880471287
369,174,3.0,879434804
215,1066,5.0,881432392
795,377,4.0,893218764
221,839,3.0,878184392
344,277,3.0,884991505
221,1077,2.0,878183449
0,146,3.0,875240993
404,1562,1.0,885549635
297,185,4.0,884183256
594,471,3.0,886921847
746,484,5.0,888640222
221,807,3.0,881060130
879,108,4.0,880167114
531,534,5.0,888637085
62,282,4.0,875747401
652,1022,3.0,878855109
200,124,2.0,884140709
216,181,2.0,889070109
832,97,3.0,875123359
359,954,5.0,880356166
124,78,5.0,879454100
766,1120,5.0,891462917
569,339,3.0,881262145
748,272,4.0,878848243
380,913,1.0,892697768
706,810,4.0,886287531
881,194,5.0,879867568
141,337,2.0,888640199
748,983,3.0,881073009
755,154,4.0,874829637
311,691,4.0,891699426
540,256,5.0,884046320
536,447,3.0,886032001
108,153,2.0,880578121
139,301,4.0,879013617
363,268,4.0,875931309
859,301,4.0,876074139
779,171,5.0,891363723
338,172,5.0,891034254
878,762,5.0,887761425
559,269,4.0,879975173
357,58,4.0,891269617
233,629,2.0,892334141
547,344,1.0,891042194
22,99,5.0,874784557
616,1018,4.0,883788782
143,402,3.0,888105636
629,982,3.0,885667699
173,576,1.0,886515295
716,261,4.0,884641621
215,297,5.0,881721819
338,196,5.0,891033653
189,741,3.0,891033841
654,749,2.0,887472879
88,239,4.0,879441571
86,208,5.0,879876488
827,639,2.0,891037948
654,41,3.0,887428184
362,335,4.0,891494011
349,653,5.0,882345918
623,1119,4.0,879793269
488,358,5.0,891362812
832,346,3.0,887158791
681,52,2.0,888519519
652,596,4.0,878854810
895,202,5.0,887158713
726,1214,2.0,883713521
221,79,2.0,881060155
706,466,4.0,886286057
496,366,4.0,879362835
255,43,4.0,882164893
156,110,3.0,886889876
173,455,1.0,886515240
657,942,3.0,875148196
748,400,1.0,878850015
428,95,4.0,882387053
891,1284,4.0,886609435
874,503,5.0,876465275
822,124,4.0,878438585
586,307,3.0,892871642
183,723,4.0,889909672
111,887,4.0,886398699
12,634,1.0,882396984
6,653,5.0,892135347
275,138,4.0,889174904
266,238,4.0,878972873
896,454,3.0,879993772
425,434,3.0,879444604
520,1239,3.0,884478667
434,1015,4.0,884134377
439,328,5.0,891548567
241,290,3.0,879740593
711,48,3.0,874956872
826,325,3.0,882807503
686,312,5.0,884651420
499,970,5.0,883876093
298,181,3.0,878192039
254,825,1.0,883216958
436,99,4.0,880140051
839,156,4.0,891208998
400,654,3.0,891033417
773,366,2.0,888556047
264,409,4.0,875320633
436,199,4.0,880140398
55,780,4.0,892677147
533,149,3.0,877807873
226,18,4.0,879035431
888,738,3.0,880182517
327,404,4.0,885047018
586,357,3.0,892871284
310,659,4.0,884365252
650,300,3.0,880126632
127,366,4.0,879968858
827,327,3.0,891033988
861,514,4.0,879302877
505,519,5.0,878044852
234,691,4.0,889655595
53,596,2.0,880934806
882,305,3.0,891691410
341,557,5.0,874984341
424,144,3.0,878738956
404,1177,1.0,885547690
745,549,4.0,885075367
305,149,5.0,876504286
576,558,3.0,880474903
641,730,5.0,885605909
895,685,3.0,887159146
455,356,4.0,881373084
716,865,1.0,884642932
238,1098,5.0,889179253
180,1336,1.0,878963121
275,550,3.0,874792767
277,922,5.0,891295330
654,475,2.0,887428671
699,97,3.0,884494215
398,187,4.0,882344310
307,416,3.0,887740254
765,711,3.0,891310444
481,327,4.0,887643289
287,650,4.0,886374342
344,737,3.0,884993636
494,415,5.0,888636899
95,524,2.0,884402860
353,606,3.0,891218208
56,762,5.0,883698581
455,654,3.0,881373838
550,627,5.0,892783177
486,230,1.0,884050940
367,773,4.0,889783562
578,167,4.0,880952142
270,345,4.0,885844430
345,1187,1.0,875264472
263,1269,2.0,886122194
81,522,5.0,878769373
172,299,4.0,877556988
478,484,3.0,879460844
320,172,4.0,879440636
206,525,4.0,875509507
752,315,4.0,891399903
195,1021,4.0,881251143
150,215,4.0,879524713
32,259,4.0,891964306
356,286,4.0,878952265
907,693,4.0,879722603
486,567,4.0,883446322
232,211,5.0,877665324
797,559,3.0,875638972
466,9,4.0,879532496
327,569,3.0,885046498
12,843,1.0,882397010
385,116,5.0,877655028
206,1434,2.0,877821612
327,503,3.0,885046420
682,321,2.0,893283903
498,274,3.0,885599447
543,326,2.0,884795516
853,430,3.0,882813726
560,810,3.0,885808963
434,160,3.0,884133710
839,136,5.0,891203309
4,403,2.0,875721216
939,169,4.0,885921401
288,409,2.0,876790361
563,826,3.0,888731038
811,747,5.0,877625368
536,211,3.0,886032123
662,293,3.0,889491811
526,68,4.0,879456490
797,1101,4.0,875637680
341,261,2.0,874984025
419,287,3.0,891357271
830,196,4.0,891354751
304,267,3.0,886307860
108,1156,4.0,880583646
12,28,2.0,882397833
475,789,4.0,883365274
130,241,5.0,883681723
915,830,1.0,880843864
276,236,4.0,879544145
797,383,2.0,875915279
827,1061,4.0,891380166
117,287,5.0,875385386
578,69,3.0,880952299
338,435,4.0,891035147
877,654,3.0,880866687
122,284,5.0,879873830
657,717,3.0,875145667
590,1016,3.0,891039616
21,1000,1.0,878886647
269,12,4.0,876954192
649,479,5.0,891371090
234,343,5.0,889654419
765,134,4.0,891309053
261,726,3.0,879792897
252,94,4.0,891628416
628,201,4.0,880117635
779,203,5.0,891363651
773,549,2.0,888557277
266,943,3.0,878973179
275,450,3.0,874792216
716,270,2.0,884641842
895,163,4.0,887159321
177,134,2.0,882826915
88,708,3.0,879459980
503,293,2.0,887912722
310,738,4.0,884365823
0,17,4.0,887432020
150,210,5.0,879528588
565,191,5.0,881649747
805,27,3.0,882388286
193,938,3.0,879550615
652,232,3.0,880151599
654,938,3.0,887473905
310,1220,4.0,884364502
797,28,4.0,875915913
869,0,5.0,889717102
658,501,4.0,891385438
173,1311,4.0,886434484
338,275,4.0,891032495
486,1439,4.0,884045494
304,211,3.0,886324058
341,964,4.0,875319195
616,854,3.0,883789294
379,565,3.0,885478519
118,1033,3.0,874775980
57,190,5.0,892791893
709,49,4.0,882063766
324,171,4.0,891478851
386,316,4.0,886483906
734,285,5.0,876697561
683,370,2.0,878576866
820,27,5.0,874793469
795,775,4.0,893219065
457,1047,4.0,886395119
16,124,1.0,885272538
188,179,5.0,893265741
294,156,5.0,879966498
895,236,5.0,887158714
37,451,5.0,892434523
449,372,3.0,887834953
495,745,3.0,876066633
907,527,4.0,879722397
672,322,2.0,888787508
891,635,4.0,886609884
290,54,4.0,874834735
159,174,4.0,876860808
693,51,4.0,875729667
806,635,4.0,892530752
211,426,4.0,879303795
327,43,3.0,885047864
384,1064,3.0,879445153
805,517,3.0,882388231
254,322,2.0,883215723
459,297,2.0,882912440
12,412,1.0,882396984
326,1074,4.0,887822832
881,1051,2.0,879864125
863,162,4.0,888888680
456,195,5.0,882397763
449,90,4.0,887660763
